disposition,period,duration,transit_depth,planet_radius,star_temp,star_radius,model_snr,fp_flag_nt,fp_flag_ss,fp_flag_co,fp_flag_ec,ra,dec,sma,display_name,source_kepler,source_tess
2,3.7590079,3.304,869.0,7.61924,9505.0,3.13,23.0,0.0,0.0,0.0,0.0,262.519987,-42.456376,0.0819,TOI-4395.01,False,True
0,7.4398211,3.068,1362.0,5.48138,5822.0,1.45,23.0,0.0,0.0,0.0,0.0,256.820009,-66.127056,0.0819,TOI-4396.01,False,True
0,2.6646183,4.135,840.0,4.25649,11526.0,1.52,23.0,0.0,0.0,0.0,0.0,265.109377,-32.124087,0.0819,TOI-4397.01,False,True
1,7.7121208,2.4343481,728.4849109,3.004038,5985.4,1.08958,23.0,0.0,0.0,0.0,0.0,287.741144,-60.272636,0.0819,TOI-4399.01,False,True
0,1.0817,1.588,341.533,2.07554,5759.2,1.02,23.0,0.0,0.0,0.0,0.0,82.245986,-17.429564,0.0819,TOI-440.01,False,True
2,7.0642486,3.6816469,11469.7564374,19.7963184,5478.8,1.63563,23.0,0.0,0.0,0.0,0.0,317.159425,-55.56516,0.0819,TOI-4400.01,False,True
2,0.450264,1.1871566,331.3974583,1.7032799,5366.0,0.898718,23.0,0.0,0.0,0.0,0.0,43.136576,-30.206588,0.0819,TOI-4401.01,False,True
2,3.6989939,3.1680872,198.9402668,1.6399568,5811.0,1.15018,23.0,0.0,0.0,0.0,0.0,53.504784,-54.36679,0.0819,TOI-4402.01,False,True
2,4.4620528,4.3381703,289.9548667,3.0395927,5515.2,1.72395,23.0,0.0,0.0,0.0,0.0,90.71014,-55.532931,0.0819,TOI-4403.01,False,True
2,39.6251926,2.0275642,4527.8284055,17.70843,5869.0,1.56795,23.0,0.0,0.0,0.0,0.0,123.724987,-57.433076,0.0819,TOI-4404.01,False,True
2,5.9214231,2.2680522,1221.9430373,2.8781652,4361.0,0.687025,23.0,0.0,0.0,0.0,0.0,101.595337,-75.444127,0.0819,TOI-4405.01,False,True
2,1.0929203,1.5258481,377.4316425,1.3599954,4361.0,0.687025,23.0,0.0,0.0,0.0,0.0,101.595337,-75.444127,0.0819,TOI-4405.02,False,True
1,30.083503,3.9858103,5439.2108279,12.1275255,5906.5,1.41293,23.0,0.0,0.0,0.0,0.0,18.048516,-56.925387,0.0819,TOI-4406.01,False,True
2,7.1366507,2.1906434,768.4493836,3.3078706,5559.0,1.01775,23.0,0.0,0.0,0.0,0.0,50.21978,-56.071719,0.0819,TOI-4407.01,False,True
2,2.054238,1.2287948,1994.0593535,3.5135858,4389.0,0.655595,23.0,0.0,0.0,0.0,0.0,93.180626,-57.314409,0.0819,TOI-4408.01,False,True
2,92.4918048,6.8943594,11487.575281,7.7703331,4930.5,0.732008,23.0,0.0,0.0,0.0,0.0,81.818658,-54.946098,0.0819,TOI-4409.01,False,True
0,2.87436,1.901,2490.41,7.91346,6805.0,1.44,23.0,0.0,0.0,0.0,0.0,74.472782,-13.703709,0.0819,TOI-441.01,False,True
2,26.0179101,4.5258048,766.5356589,2.5512622,5489.0,0.913252,23.0,0.0,0.0,0.0,0.0,44.396282,-66.512498,0.0819,TOI-4410.01,False,True
2,2.0340967,3.397,1283.0,6.38274,6849.0,2.05,23.0,0.0,0.0,0.0,0.0,249.808328,-52.099838,0.0819,TOI-4412.01,False,True
2,4.4719937,2.619,170.0,1.08366,5364.0,0.89,23.0,0.0,0.0,0.0,0.0,97.227889,-73.326667,0.0819,TOI-4413.01,False,True
0,1.8697825,2.721,2940.0,3.55,5713.2,1.017,23.0,0.0,0.0,0.0,0.0,267.475228,-37.531317,0.0819,TOI-4414.01,False,True
2,1.830108,1.936,3391.0,3.55,5713.2,1.017,23.0,0.0,0.0,0.0,0.0,247.098356,-49.514152,0.0819,TOI-4415.01,False,True
2,9.3305377,5.232,5610.0,15.2895,6238.0,1.96,23.0,0.0,0.0,0.0,0.0,251.780014,-39.947307,0.0819,TOI-4416.01,False,True
2,5.2574854,2.05,1250.0,2.88855,4846.0,0.76,23.0,0.0,0.0,0.0,0.0,244.467204,-54.166478,0.0819,TOI-4417.01,False,True
2,7.6247217,1.972,813.0,2.26441,5343.0,0.82,23.0,0.0,0.0,0.0,0.0,273.846341,-68.595252,0.0819,TOI-4418.01,False,True
2,25.7086236,3.831,1430.0,2.81726,5343.0,0.82,23.0,0.0,0.0,0.0,0.0,273.846341,-68.595252,0.0819,TOI-4418.02,False,True
2,16.155134,3.528,590.0,2.42196,5785.0,1.01,23.0,0.0,0.0,0.0,0.0,288.488957,-76.089319,0.0819,TOI-4419.01,False,True
1,4.0520368,1.5605128,5512.4033193,4.9523134,3779.0,0.607751,23.0,0.0,0.0,0.0,0.0,64.190221,-12.084864,0.0819,TOI-442.01,False,True
2,4.7259317,2.7740362,6309.6615331,16.7543131,6203.0,1.85891,23.0,0.0,0.0,0.0,0.0,246.799613,-69.344037,0.0819,TOI-4420.01,False,True
0,21.7004042,9.415,406.0,3.16777,5788.7,1.78,23.0,0.0,0.0,0.0,0.0,84.237192,-75.611421,0.0819,TOI-4421.01,False,True
2,4.90826,4.324,8881.0,15.7889,7995.0,1.83,23.0,0.0,0.0,0.0,0.0,270.051173,-31.608593,0.0819,TOI-4422.01,False,True
0,1.3875331,2.679,952.0,3.16086,5678.0,1.14,23.0,0.0,0.0,0.0,0.0,252.03108,-56.686774,0.0819,TOI-4423.01,False,True
2,17.7424733,3.082,880.0,2.00179,4926.2,0.69,23.0,0.0,0.0,0.0,0.0,268.24441,-48.563082,0.0819,TOI-4424.01,False,True
2,5.412802,4.5898431,5278.1957566,11.0171044,6468.0,1.47364,23.0,0.0,0.0,0.0,0.0,264.841449,-35.391821,0.0819,TOI-4425.01,False,True
2,4.6182631,2.7008637,20287.618268,13.3976162,5328.0,0.889218,23.0,0.0,0.0,0.0,0.0,135.049261,72.147747,0.0819,TOI-4427.01,False,True
2,3.4505658,3.0397698,15044.6453237,12.8140087,5402.0,1.04301,23.0,0.0,0.0,0.0,0.0,225.589638,70.949594,0.0819,TOI-4429.01,False,True
2,6.6363577,6.385,7470.0,12.2701,5490.0,1.46,23.0,0.0,0.0,0.0,0.0,286.680147,78.579143,0.0819,TOI-4430.01,False,True
2,3.0413391,1.5149962,27645.4859583,25.3471107,4034.0,1.02777,23.0,0.0,0.0,0.0,0.0,271.308219,47.911223,0.0819,TOI-4432.01,False,True
0,0.9023951,1.6045865,5385.0871091,3.55,5780.0,1.017,23.0,0.0,0.0,0.0,0.0,287.57055,43.531709,0.0819,TOI-4433.01,False,True
2,1.7590566,3.5349264,10499.9757194,20.9577864,6250.0,1.9992501,23.0,0.0,0.0,0.0,0.0,308.426581,87.009328,0.0819,TOI-4436.01,False,True
2,5.8929985,3.788,17850.0,16.0223,6182.0,1.17,23.0,0.0,0.0,0.0,0.0,293.583219,76.661086,0.0819,TOI-4437.01,False,True
1,7.4463034,2.0033138,4045.7241785,2.4048644,3353.0,0.375859,23.0,0.0,0.0,0.0,0.0,270.317239,35.594899,0.0819,TOI-4438.01,False,True
2,3.3792358,2.8993928,18782.5364499,13.059562,5529.0,0.948617,23.0,0.0,0.0,0.0,0.0,284.280822,48.537916,0.0819,TOI-4439.01,False,True
1,17.9635083,4.4297958,1266.94519,3.2970197,5229.0,0.794471,23.0,0.0,0.0,0.0,0.0,64.183998,-26.766407,0.0819,TOI-444.01,False,True
2,4.3745757,4.8649118,8101.7247421,18.8478934,7305.0,1.99827,23.0,0.0,0.0,0.0,0.0,276.123535,32.065393,0.0819,TOI-4441.01,False,True
2,4.0434287,3.388,8960.0,16.7752,6557.0,1.75,23.0,0.0,0.0,0.0,0.0,88.754704,82.889011,0.0819,TOI-4442.01,False,True
1,1.8498567,2.518276,195.4102498,1.7193265,5834.0,1.0173301,23.0,0.0,0.0,0.0,0.0,274.268664,21.909546,0.0819,TOI-4443.01,False,True
2,10.3088724,2.2763645,372.3295802,2.2122841,5834.0,1.0173301,23.0,0.0,0.0,0.0,0.0,274.268664,21.909546,0.0819,TOI-4443.02,False,True
2,5.2410659,3.0113696,8947.1015296,12.4231453,6064.0,1.28562,23.0,0.0,0.0,0.0,0.0,285.971768,42.545624,0.0819,TOI-4444.01,False,True
2,4.1596197,2.4127131,17837.7774982,9.3574411,4230.0,0.711036,23.0,0.0,0.0,0.0,0.0,172.872285,71.081486,0.0819,TOI-4447.01,False,True
2,2.7519172,1.329,9811.0,13.4019,5856.0,1.28,23.0,0.0,0.0,0.0,0.0,278.326026,25.395158,0.0819,TOI-4449.01,False,True
2,0.7649571,1.094,1900.0,12.9538,6307.9,1.65,23.0,0.0,0.0,0.0,0.0,77.323576,-36.591034,0.0819,TOI-445.01,False,True
2,10.6925011,3.491,1200.0,4.01292,5844.0,1.15,23.0,0.0,0.0,0.0,0.0,306.137819,87.071156,0.0819,TOI-4450.01,False,True
2,8.8517354,4.3401879,1034.8661285,3.6624912,6138.0,1.07689,23.0,0.0,0.0,0.0,0.0,274.760444,34.045704,0.0819,TOI-4451.01,False,True
2,3.4149091,2.7231879,13219.6475165,13.9171881,5480.0,1.13032,23.0,0.0,0.0,0.0,0.0,270.165725,72.939501,0.0819,TOI-4452.01,False,True
0,2.9985667,3.025166,28040.9068572,17.8036847,6126.0,1.04172,23.0,0.0,0.0,0.0,0.0,289.839513,56.93037,0.0819,TOI-4453.01,False,True
2,3.939371,5.8132051,4051.5089426,13.6344163,5904.4,2.0955601,23.0,0.0,0.0,0.0,0.0,252.125998,74.76375,0.0819,TOI-4458.01,False,True
2,5.7475343,1.846,11890.0,6.43097,3750.0,0.58,23.0,0.0,0.0,0.0,0.0,251.827318,67.298053,0.0819,TOI-4459.01,False,True
2,28.6648749,5.395,1025.0,3.15161,4818.0,0.69,23.0,0.0,0.0,0.0,0.0,19.91003,85.13439,0.0819,TOI-4460.01,False,True
0,3.7006742,3.115,840.0,2.61277,5025.0,0.79,23.0,0.0,0.0,0.0,0.0,279.146891,16.45244,0.0819,TOI-4461.01,False,True
1,4.9133022,5.159,2040.0,9.33912,5918.0,2.06,23.0,0.0,0.0,0.0,0.0,274.669941,36.254856,0.0819,TOI-4462.01,False,True
1,2.88069,1.784,10380.0,22.4297,5541.0,1.09,23.0,0.0,0.0,0.0,0.0,279.358129,18.729952,0.0819,TOI-4463.01,False,True
2,8.0379975,3.287,320.0,7.65886,5022.0,5.14,23.0,0.0,0.0,0.0,0.0,113.133261,75.789688,0.0819,TOI-4464.01,False,True
1,6.11706,12.002,13520.0,11.62,5557.0,0.99,23.0,0.0,0.0,0.0,0.0,276.134031,15.841886,0.0819,TOI-4465.01,False,True
2,2.7708596,2.17,22640.0,12.2577,4975.0,0.79,23.0,0.0,0.0,0.0,0.0,260.575023,72.645373,0.0819,TOI-4468.01,False,True
2,7.014001,2.9681334,1646.6732684,3.6528621,4975.0,0.789304,23.0,0.0,0.0,0.0,0.0,260.575023,72.645373,0.0819,TOI-4468.02,False,True
0,7.8127906,6.304,8120.0,22.0599,8451.0,2.38,23.0,0.0,0.0,0.0,0.0,309.461444,37.155939,0.0819,TOI-4477.01,False,True
2,2.7586362,2.868,4240.0,7.78435,5774.0,1.17,23.0,0.0,0.0,0.0,0.0,303.549181,54.694405,0.0819,TOI-4478.01,False,True
1,1.1589013,1.1688702,3470.6759302,2.6829722,3449.0,0.427389,23.0,0.0,0.0,0.0,0.0,316.096939,24.653674,0.0819,TOI-4479.01,False,True
1,0.8820624,0.5759672,11755.4509288,8.3888941,4669.0,0.782888,23.0,0.0,0.0,0.0,0.0,75.795382,-30.399461,0.0819,TOI-448.01,False,True
1,0.9263237,0.81,952.0,1.67823,3573.0,0.43,23.0,0.0,0.0,0.0,0.0,311.2697,44.500235,0.0819,TOI-4481.01,False,True
2,2.6890703,2.1209962,38330.4094984,15.2271225,4844.0,0.785703,23.0,0.0,0.0,0.0,0.0,296.683099,42.967882,0.0819,TOI-4484.01,False,True
2,3.9540617,3.869,5820.0,13.1238,5773.0,1.69,23.0,0.0,0.0,0.0,0.0,306.422081,45.971031,0.0819,TOI-4487.01,False,True
1,5.006622,1.66,1290.0,2.22447,4006.0,0.6,23.0,0.0,0.0,0.0,0.0,305.689744,47.308619,0.0819,TOI-4491.01,False,True
2,4.4331838,3.856,9166.0,12.5157,5667.0,1.26,23.0,0.0,0.0,0.0,0.0,308.6508,29.238102,0.0819,TOI-4492.01,False,True
2,1.5076298,1.93,280.0,4.68666,4954.0,2.82,23.0,0.0,0.0,0.0,0.0,298.686935,23.060942,0.0819,TOI-4493.01,False,True
2,32.535016,3.67,3821.0,3.55,6303.8,1.017,23.0,0.0,0.0,0.0,0.0,293.328194,33.482606,0.0819,TOI-4494.01,False,True
1,5.1830043,2.783,670.0,3.63045,6156.0,1.34,23.0,0.0,0.0,0.0,0.0,286.362495,37.02599,0.0819,TOI-4495.01,False,True
2,2.5693728,2.471,290.0,2.18392,6156.0,1.34,23.0,0.0,0.0,0.0,0.0,286.362495,37.02599,0.0819,TOI-4495.02,False,True
2,1.18803,1.322,3840.0,3.55,5713.2,1.017,23.0,0.0,0.0,0.0,0.0,305.270928,43.675167,0.0819,TOI-4496.01,False,True
2,3.6001959,2.887,7820.0,16.1928,7172.0,1.75,23.0,0.0,0.0,0.0,0.0,306.396098,27.816089,0.0819,TOI-4497.01,False,True
0,5.3073459,3.714,200.0,2.05347,5821.4,1.42,23.0,0.0,0.0,0.0,0.0,295.468588,23.377283,0.0819,TOI-4498.01,False,True
2,3.4902115,2.449,366.0,2.05978,6111.0,1.09,23.0,0.0,0.0,0.0,0.0,284.361887,39.076184,0.0819,TOI-4499.01,False,True
2,5.5387718,3.163,439.0,2.07738,6111.0,1.09,23.0,0.0,0.0,0.0,0.0,284.361887,39.076184,0.0819,TOI-4499.02,False,True
0,1.773346,3.291,710.0,7.95884,6802.0,3.08,23.0,0.0,0.0,0.0,0.0,306.244087,30.348186,0.0819,TOI-4500.01,False,True
2,2.0348789,2.379,176.0,3.57655,8279.0,2.94,23.0,0.0,0.0,0.0,0.0,292.723724,30.433453,0.0819,TOI-4501.01,False,True
0,0.8560277,1.587,247.0,3.15801,11798.0,2.38,23.0,0.0,0.0,0.0,0.0,311.435385,43.445151,0.0819,TOI-4502.01,False,True
2,710.6982018,7.1450196,691.3914728,2.0928405,5334.0,0.796254,23.0,0.0,0.0,0.0,0.0,103.092872,-65.097657,0.0819,TOI-4503.01,False,True
1,82.9294114,7.4967507,13067.7332328,11.4756331,5271.0,0.960919,23.0,0.0,0.0,0.0,0.0,114.467307,-62.078278,0.0819,TOI-4504.01,False,True
1,2.4261538,2.1344641,754.8303067,2.6600255,5271.0,0.960919,23.0,0.0,0.0,0.0,0.0,114.467307,-62.078278,0.0819,TOI-4504.02,False,True
2,19.4723789,7.7309404,7062.8806063,17.3337286,7182.7,1.9674799,23.0,0.0,0.0,0.0,0.0,95.241796,-60.955781,0.0819,TOI-4505.01,False,True
2,5.4107024,0.7211954,22498.1066362,2.9859726,2938.0,0.185013,23.0,0.0,0.0,0.0,0.0,354.410625,-12.84253,0.0819,TOI-4506.01,False,True
2,104.6162557,9.3317949,6111.4633395,15.8235575,6115.26,1.97585,23.0,0.0,0.0,0.0,0.0,80.451368,-69.988217,0.0819,TOI-4507.01,False,True
2,3.4672779,0.4055928,3657.0603553,2.1135466,3383.0,0.332564,23.0,0.0,0.0,0.0,0.0,69.614731,-31.189335,0.0819,TOI-4508.01,False,True
2,6.11706,6.4567709,3177.6204985,10.4883207,6930.0,1.81171,23.0,0.0,0.0,0.0,0.0,100.953422,-52.638381,0.0819,TOI-4509.01,False,True
1,16.364873,4.0478302,2075.0944118,3.9248322,5481.0,0.856226,23.0,0.0,0.0,0.0,0.0,62.966385,-37.93973,0.0819,TOI-451.01,False,True
1,1.8586624,2.0525797,497.6683497,1.9323657,5481.0,0.856226,23.0,0.0,0.0,0.0,0.0,62.966385,-37.93973,0.0819,TOI-451.02,False,True
1,9.1910792,3.055677,940.8500219,2.7251006,5481.0,0.856226,23.0,0.0,0.0,0.0,0.0,62.966385,-37.93973,0.0819,TOI-451.03,False,True
2,194.2432864,9.2564583,810.9983952,4.4714848,7923.0,1.5184,23.0,0.0,0.0,0.0,0.0,115.639048,-58.623272,0.0819,TOI-4510.01,False,True
2,20.9040576,5.197,930.0,4.53003,5708.0,1.0,23.0,0.0,0.0,0.0,0.0,49.305279,15.501727,0.0819,TOI-4511.01,False,True
2,10.9776867,3.596,860.0,5.76837,5708.0,1.0,23.0,0.0,0.0,0.0,0.0,49.305279,15.501727,0.0819,TOI-4511.02,False,True
2,9.7607632,1.967,790.0,2.22799,5558.0,0.8,23.0,0.0,0.0,0.0,0.0,18.090518,13.75508,0.0819,TOI-4513.01,False,True
1,15.2664658,2.6673792,16186.172954,12.2663968,5420.82,0.874078,23.0,0.0,0.0,0.0,0.0,21.186178,21.513064,0.0819,TOI-4515.01,False,True
2,5.8903558,2.5374738,8410.6143369,3.55,5780.0,1.017,23.0,0.0,0.0,0.0,0.0,31.106453,3.99893,0.0819,TOI-4519.01,False,True
0,0.3643225,0.2120684,38216.7895418,6.9527391,3473.0,0.347331,23.0,0.0,0.0,0.0,0.0,23.304228,5.645209,0.0819,TOI-4522.01,False,True
1,0.9260632,1.035,221.0,1.67736,5640.0,1.11,23.0,0.0,0.0,0.0,0.0,49.178124,15.656354,0.0819,TOI-4524.01,False,True
1,0.3994445,0.8028796,330.8173737,0.9086617,3702.0,0.485948,23.0,0.0,0.0,0.0,0.0,19.472257,5.4712,0.0819,TOI-4527.01,False,True
2,5.8795752,2.0778157,1352.7622114,1.8721219,3611.0,0.492759,23.0,0.0,0.0,0.0,0.0,16.968846,12.880955,0.0819,TOI-4529.01,False,True
2,6.6629951,1.3454748,949.4386612,3.7022837,5975.0,1.07392,23.0,0.0,0.0,0.0,0.0,340.59158,-6.87105,0.0819,TOI-4537.01,False,True
2,2.5048178,2.077,1723.0,3.9467,5328.0,0.92,23.0,0.0,0.0,0.0,0.0,18.588433,1.004796,0.0819,TOI-4540.01,False,True
2,5.9167817,1.286,27909.0,18.1119,4781.0,1.05,23.0,0.0,0.0,0.0,0.0,346.592747,-9.201478,0.0819,TOI-4542.01,False,True
2,5.7740318,4.551,4820.0,24.6129,4837.8,3.19,23.0,0.0,0.0,0.0,0.0,55.140851,13.552772,0.0819,TOI-4543.01,False,True
2,0.745637,0.671,932.0,7.71235,6984.0,1.96,23.0,0.0,0.0,0.0,0.0,51.440653,23.188666,0.0819,TOI-4546.01,False,True
2,4.6003967,1.402,1130.0,5.39503,5970.5,1.59,23.0,0.0,0.0,0.0,0.0,36.34112,25.530678,0.0819,TOI-4548.01,False,True
2,3.3129214,2.097,1815.0,4.28877,5512.0,0.98,23.0,0.0,0.0,0.0,0.0,355.702386,-9.588712,0.0819,TOI-4549.01,False,True
1,5.358776,1.3697764,2708.4393715,1.4454154,3562.0,0.275953,23.0,0.0,0.0,0.0,0.0,45.462478,-16.594496,0.0819,TOI-455.01,False,True
2,1.8868756,2.393,368.0,4.8297,7751.0,2.57,23.0,0.0,0.0,0.0,0.0,167.819807,-68.472537,0.0819,TOI-4550.01,False,True
1,9.956296,10.474,1024.0,8.32411,4956.0,3.38,23.0,0.0,0.0,0.0,0.0,184.978758,-25.827853,0.0819,TOI-4551.01,False,True
2,0.3011506,0.6404841,1457.6973975,1.2801124,3304.0,0.286178,23.0,0.0,0.0,0.0,0.0,264.714256,-47.637046,0.0819,TOI-4552.01,False,True
2,20.3129649,7.1852402,5194.3258042,10.8026737,6490.0,1.4658999,23.0,0.0,0.0,0.0,0.0,278.186572,43.25282,0.0819,TOI-4553.01,False,True
2,39.1076478,9.0245368,337.4561615,1.4669377,5490.0,0.796293,23.0,0.0,0.0,0.0,0.0,144.319335,-84.696258,0.0819,TOI-4554.01,False,True
2,522.6272677,9.8639237,238.5844154,2.2445426,6199.0,1.40973,23.0,0.0,0.0,0.0,0.0,91.875497,-76.69059,0.0819,TOI-4555.01,False,True
2,3.792456,1.2264922,3553.2788818,1.4571721,3319.0,0.218553,23.0,0.0,0.0,0.0,0.0,182.925066,-32.53258,0.0819,TOI-4556.01,False,True
2,32.291901,8.0916468,1517.2139238,5.1460938,6013.0,1.23318,23.0,0.0,0.0,0.0,0.0,197.912511,-47.45457,0.0819,TOI-4557.01,False,True
2,6.5812768,4.663367,55.2290807,1.6765354,5217.0,2.2631199,23.0,0.0,0.0,0.0,0.0,71.112335,-59.321447,0.0819,TOI-4558.01,False,True
1,3.9649053,1.6788114,1160.5626137,1.4999935,3476.0,0.426767,23.0,0.0,0.0,0.0,0.0,211.013538,-30.014125,0.0819,TOI-4559.01,False,True
0,0.336826,0.883311,18251.292089,15.240658,5780.0,1.0,23.0,0.0,0.0,0.0,0.0,69.116563,-41.246194,0.0819,TOI-456.01,False,True
2,3.7634028,2.5259027,140.4352916,2.4144238,6491.0,1.89742,23.0,0.0,0.0,0.0,0.0,127.832228,-68.0239,0.0819,TOI-4560.01,False,True
2,8.9356558,1.9539147,420.5298106,2.0224563,5631.0,0.851957,23.0,0.0,0.0,0.0,0.0,60.961895,-76.021457,0.0819,TOI-4561.01,False,True
1,225.1037885,4.0237136,10850.1349366,13.2081506,5965.99,1.25231,23.0,0.0,0.0,0.0,0.0,112.010059,-63.517779,0.0819,TOI-4562.01,False,True
2,743.4843888,3.8041623,5535.4604085,5.4510788,5342.0,0.697666,23.0,0.0,0.0,0.0,0.0,196.653058,-80.617002,0.0819,TOI-4563.01,False,True
0,22.1536777,7.5893785,4469.3198771,12.6297905,6123.0,1.6267,23.0,0.0,0.0,0.0,0.0,167.000935,-67.149824,0.0819,TOI-4564.01,False,True
2,692.5150646,2.6383141,1810.2811624,2.2782015,3614.0,0.531248,23.0,0.0,0.0,0.0,0.0,270.107996,-48.474637,0.0819,TOI-4565.01,False,True
2,2.0844882,1.5541575,609.0046533,1.881105,4443.39,0.713304,23.0,0.0,0.0,0.0,0.0,56.769865,-79.334322,0.0819,TOI-4566.01,False,True
2,0.8409429,1.1780506,549.3465906,1.6732084,3830.0,0.608498,23.0,0.0,0.0,0.0,0.0,128.506585,-66.768549,0.0819,TOI-4567.01,False,True
2,23.5422422,3.2390849,1411.9717256,2.3109407,3830.0,0.608498,23.0,0.0,0.0,0.0,0.0,128.506585,-66.768549,0.0819,TOI-4567.02,False,True
2,14.0063765,1.971,300.0,2.26316,5899.0,1.33,23.0,0.0,0.0,0.0,0.0,238.702259,-65.901121,0.0819,TOI-4568.01,False,True
0,1.2253159,3.435758,6006.5175069,2.3820012,3725.0,0.297644,23.0,0.0,0.0,0.0,0.0,81.028116,-63.028858,0.0819,TOI-4569.01,False,True
2,1.1759834,0.9928338,14881.4796123,7.7193559,3054.0,0.512881,23.0,0.0,0.0,0.0,0.0,58.725356,-26.423411,0.0819,TOI-457.01,False,True
2,13.4755461,2.2763948,1090.0934414,1.5718719,3710.0,0.469524,23.0,0.0,0.0,0.0,0.0,210.048871,88.612103,0.0819,TOI-4572.01,False,True
2,10.7155521,2.727777,424.299807,1.4160391,4207.0,0.623617,23.0,0.0,0.0,0.0,0.0,268.253758,66.134585,0.0819,TOI-4573.01,False,True
2,0.768988,0.512,870.0,2.01326,3734.0,0.54,23.0,0.0,0.0,0.0,0.0,312.065404,24.484549,0.0819,TOI-4574.01,False,True
2,27.9815639,4.901,722.0,2.85252,5905.0,1.16,23.0,0.0,0.0,0.0,0.0,175.196879,71.978724,0.0819,TOI-4575.01,False,True
2,10.4834062,3.2981777,1767.8841835,3.5119412,4271.0,0.677846,23.0,0.0,0.0,0.0,0.0,275.226841,16.452703,0.0819,TOI-4576.01,False,True
2,8.6239097,2.6192964,675.1210806,2.9176946,5917.0,0.878735,23.0,0.0,0.0,0.0,0.0,184.210967,75.140236,0.0819,TOI-4578.01,False,True
2,17.5288347,2.1115133,1131.5075681,2.8950078,5164.0,0.829519,23.0,0.0,0.0,0.0,0.0,39.136304,-22.244996,0.0819,TOI-458.01,False,True
2,0.9167992,1.3578155,39.0383592,0.6115871,5659.0,0.973028,23.0,0.0,0.0,0.0,0.0,242.415045,65.828021,0.0819,TOI-4580.01,False,True
1,31.0343214,12.0587354,1572.1891091,10.1577688,5234.0,2.56935,23.0,0.0,0.0,0.0,0.0,256.860137,68.865626,0.0819,TOI-4582.01,False,True
2,6.11706,12.8976378,384.7552746,2.5653805,6000.0,1.2886699,23.0,0.0,0.0,0.0,0.0,280.203329,62.506346,0.0819,TOI-4585.01,False,True
2,5.3909915,1.954,570.0,2.22182,5405.0,0.87,23.0,0.0,0.0,0.0,0.0,164.524644,59.430179,0.0819,TOI-4586.01,False,True
2,13.1187746,4.5278413,333.0027831,2.9857871,7800.0,1.57458,23.0,0.0,0.0,0.0,0.0,282.00042,48.542256,0.0819,TOI-4588.01,False,True
2,25.9213509,2.1208392,589.3171527,1.9119702,5011.0,0.786678,23.0,0.0,0.0,0.0,0.0,203.195141,84.514705,0.0819,TOI-4590.01,False,True
0,27.9102929,10.6336018,18279.5176543,19.2884326,6327.0,1.39013,23.0,0.0,0.0,0.0,0.0,275.838952,69.861926,0.0819,TOI-4591.01,False,True
0,5.5460811,2.7509711,2119.4485757,10.0832239,6963.86,1.88937,23.0,0.0,0.0,0.0,0.0,287.807212,43.188801,0.0819,TOI-4594.01,False,True
2,4.1194175,2.057,722.0,2.68492,5598.0,0.98,23.0,0.0,0.0,0.0,0.0,98.707848,27.388017,0.0819,TOI-4596.01,False,True
2,4.6663795,2.526,6900.0,13.2255,7712.0,1.57,23.0,0.0,0.0,0.0,0.0,73.705654,22.146384,0.0819,TOI-4597.01,False,True
2,8.2003748,2.168,1521.0,15.9053,6011.0,1.76,23.0,0.0,0.0,0.0,0.0,50.787196,24.690039,0.0819,TOI-4598.01,False,True
1,2.7694936,1.031,712.0,1.27326,3807.0,0.47,23.0,0.0,0.0,0.0,0.0,99.291543,17.56627,0.0819,TOI-4599.01,False,True
1,5.7060868,0.863,821.0,1.89602,3807.0,0.47,23.0,0.0,0.0,0.0,0.0,99.291543,17.56627,0.0819,TOI-4599.02,False,True
0,0.5168347,0.936413,33190.706911,6.597837,3274.0,0.273,23.0,0.0,0.0,0.0,0.0,47.64349,-9.276812,0.0819,TOI-460.01,False,True
1,82.6901439,7.5240298,6529.5765126,6.8236925,5073.0,0.831915,23.0,0.0,0.0,0.0,0.0,258.450367,64.566173,0.0819,TOI-4600.01,False,True
1,482.8191,10.8504687,6928.144617,6.9087752,5073.0,0.831915,23.0,0.0,0.0,0.0,0.0,258.450367,64.566173,0.0819,TOI-4600.02,False,True
2,2.7875233,1.7384121,8077.6726128,15.2099907,6408.3,1.27487,23.0,0.0,0.0,0.0,0.0,75.814118,24.22327,0.0819,TOI-4601.01,False,True
1,3.9813082,3.1,464.0,2.36323,6011.9,1.16,23.0,0.0,0.0,0.0,0.0,60.600332,31.329835,0.0819,TOI-4602.01,False,True
1,7.2455997,2.734,1106.0,14.2395,6169.1,2.68,23.0,0.0,0.0,0.0,0.0,83.865929,21.294242,0.0819,TOI-4603.01,False,True
0,3.1442556,1.81,2095.0,4.69096,5691.0,1.0,23.0,0.0,0.0,0.0,0.0,81.715698,18.419816,0.0819,TOI-4605.01,False,True
2,5.5109534,2.411,520.0,3.08109,6404.0,1.31,23.0,0.0,0.0,0.0,0.0,28.905222,24.118154,0.0819,TOI-4607.01,False,True
2,2.3494903,2.014,9053.0,14.6551,7418.5,1.51,23.0,0.0,0.0,0.0,0.0,59.647191,25.388587,0.0819,TOI-4608.01,False,True
2,2.6921752,3.246,9194.0,16.0682,7461.4,1.68,23.0,0.0,0.0,0.0,0.0,70.374204,21.257733,0.0819,TOI-4609.01,False,True
